date,daily_net_inflow_100mn,rolling_7d_net_inflow_100mn,missing_flow_codes
2026-04-01,-4.332573,-96.49677600000001,
2026-04-02,-15.583932,-109.13399100000001,
2026-04-03,10.849248,-52.57434600000002,
2026-04-07,11.490272999999998,-36.35544600000002,
2026-04-08,9.596916000000002,-27.19522800000002,
2026-04-09,-37.816479,-44.61705000000003,
2026-04-10,-56.438262,-82.23480900000003,
2026-04-13,-17.415063,-95.31729900000003,
2026-04-14,-5.763366,-85.49673300000003,
2026-04-15,4.986819000000001,-91.35916200000004,
2026-04-16,-4.686237,-107.53567200000002,
2026-04-17,-20.740077,-137.87266500000004,
2026-04-20,-27.703007999999997,-127.75919400000002,
2026-04-21,-41.581206,-112.90213800000004,
2026-04-22,-52.90133399999963,-148.38840899999965,
2026-04-23,-84.825279,-227.45032199999966,
2026-04-24,-28.262106,-260.6992469999997,
2026-04-27,-68.115033,-324.12804299999965,
2026-04-28,-73.354347,-376.7423129999997,
2026-04-29,-73.808793,-422.84809799999965,
2026-04-30,-151.16970600000002,-532.4365979999997,
2026-05-06,-103.551777,-583.087041,
2026-05-07,-168.298857,-666.5606190000001,
2026-05-08,-139.831785,-778.130298,
2026-05-11,-194.00291099999998,-904.018176,
2026-05-12,-110.81979899999999,-941.483628,
2026-05-13,-90.25695,-957.9317850000001,
2026-05-14,-83.191896,-889.953975,
2026-05-15,-0.32727600000000034,-786.729474,
2026-05-18,3.802509,-614.628108,
2026-05-19,-104.602239,-579.3985620000001,
2026-05-20,-97.414983,-482.81063400000005,
2026-05-21,-95.098833,-467.089668,
2026-05-22,-85.654989,-462.48770700000006,
2026-05-25,-249.33617099999998,-628.6319820000001,
2026-05-26,-84.097791,-712.402497,
2026-05-27,-56.590947,-772.795953,
2026-05-28,2.445804,-665.74791,
2026-05-29,-6.818643,-575.15157,
2026-06-01,33.358626,-446.694111,
2026-06-02,5.361047999999999,-355.67807400000004,
2026-06-03,-31.723704,-138.06560700000006,
2026-06-04,-28.818684,-82.78650000000006,
2026-06-05,3.4900020000000005,-22.705551000000057,
2026-06-08,74.249766,49.09841099999994,
2026-06-09,-26.624565,29.292488999999943,
2026-06-10,7.822908,3.756770999999942,
2026-06-11,20.835945000000002,19.231667999999946,
2026-06-12,-7.638173999999999,43.31719799999995,
2026-06-15,-88.772976,-16.637094000000047,
2026-06-16,-99.432675,-119.55977100000005,
2026-06-17,-155.471652,-349.28118900000004,
2026-06-18,-93.61503,-416.27165400000007,
