date,code,shares,nav,close_price,shares_prev,share_change,valuation_price,valuation_source,net_inflow_100mn,name,venue
2025-02-20,510310,63549644000.0,3.8657,3.682,63705344000.0,-155700000.0,3.8657,NAV,-6.0188949,沪深300ETF易方达,SSE
2025-02-21,510310,63627044000.0,3.9144,3.733,63549644000.0,77400000.0,3.9144,NAV,3.0297456,沪深300ETF易方达,SSE
2025-02-24,510310,63371444000.0,3.9057,3.721,63627044000.0,-255600000.0,3.9057,NAV,-9.9829692,沪深300ETF易方达,SSE
2025-02-25,510310,63233744000.0,3.8624,3.682,63371444000.0,-137700000.0,3.8624,NAV,-5.3185248,沪深300ETF易方达,SSE
2025-02-26,510310,63073544000.0,3.8961,3.712,63233744000.0,-160200000.0,3.8961,NAV,-6.2415522,沪深300ETF易方达,SSE
2025-02-27,510310,62789144000.0,3.9041,3.726,63073544000.0,-284400000.0,3.9041,NAV,-11.1032604,沪深300ETF易方达,SSE
2025-02-28,510310,62659544000.0,3.8276,3.655,62789144000.0,-129600000.0,3.8276,NAV,-4.9605696,沪深300ETF易方达,SSE
2025-03-03,510310,62559644000.0,3.827,3.644,62659544000.0,-99900000.0,3.827,NAV,-3.823173,沪深300ETF易方达,SSE
2025-03-04,510310,62493944000.0,3.8238,3.638,62559644000.0,-65700000.0,3.8238,NAV,-2.5122366,沪深300ETF易方达,SSE
2025-03-05,510310,62094344000.0,3.8409,3.657,62493944000.0,-399600000.0,3.8409,NAV,-15.3482364,沪深300ETF易方达,SSE
2025-03-06,510310,62115944000.0,3.8937,3.709,62094344000.0,21600000.0,3.8937,NAV,0.8410392,沪深300ETF易方达,SSE
2025-03-07,510310,61942244000.0,3.8817,3.698,62115944000.0,-173700000.0,3.8817,NAV,-6.7425129,沪深300ETF易方达,SSE
2025-03-10,510310,61574144000.0,3.8666,3.683,61942244000.0,-368100000.0,3.8666,NAV,-14.2329546,沪深300ETF易方达,SSE
2025-03-11,510310,61987244000.0,3.8789,3.693,61574144000.0,413100000.0,3.8789,NAV,16.0237359,沪深300ETF易方达,SSE
2025-03-12,510310,61904444000.0,3.865,3.684,61987244000.0,-82800000.0,3.865,NAV,-3.20022,沪深300ETF易方达,SSE
2025-03-13,510310,61818044000.0,3.8495,3.666,61904444000.0,-86400000.0,3.8495,NAV,-3.325968,沪深300ETF易方达,SSE
2025-03-14,510310,61925144000.0,3.9431,3.762,61818044000.0,107100000.0,3.9431,NAV,4.2230601,沪深300ETF易方达,SSE
2025-03-17,510310,61733444000.0,3.9334,3.75,61925144000.0,-191700000.0,3.9334,NAV,-7.5403278,沪深300ETF易方达,SSE
2025-03-18,510310,61443644000.0,3.9441,3.76,61733444000.0,-289800000.0,3.9441,NAV,-11.4300018,沪深300ETF易方达,SSE
2025-03-19,510310,61431044000.0,3.9465,3.768,61443644000.0,-12600000.0,3.9465,NAV,-0.497259,沪深300ETF易方达,SSE
2025-03-20,510310,61394144000.0,3.9119,3.733,61431044000.0,-36900000.0,3.9119,NAV,-1.4434911,沪深300ETF易方达,SSE
2025-03-21,510310,61284344000.0,3.8525,3.668,61394144000.0,-109800000.0,3.8525,NAV,-4.230045,沪深300ETF易方达,SSE
2025-03-24,510310,61232144000.0,3.8722,3.69,61284344000.0,-52200000.0,3.8722,NAV,-2.0212884,沪深300ETF易方达,SSE
2025-03-25,510310,61205144000.0,3.8697,3.69,61232144000.0,-27000000.0,3.8697,NAV,-1.044819,沪深300ETF易方达,SSE
2025-03-26,510310,61236644000.0,3.857,3.674,61205144000.0,31500000.0,3.857,NAV,1.214955,沪深300ETF易方达,SSE
2025-03-27,510310,61181744000.0,3.8698,3.688,61236644000.0,-54900000.0,3.8698,NAV,-2.1245202,沪深300ETF易方达,SSE
2025-03-28,510310,61099844000.0,3.853,3.67,61181744000.0,-81900000.0,3.853,NAV,-3.155607,沪深300ETF易方达,SSE
2025-03-31,510310,61076444000.0,3.8255,3.646,61099844000.0,-23400000.0,3.8255,NAV,-0.895167,沪深300ETF易方达,SSE
2025-04-01,510310,61083644000.0,3.8262,3.643,61076444000.0,7200000.0,3.8262,NAV,0.2754864,沪深300ETF易方达,SSE
2025-04-02,510310,61088144000.0,3.8229,3.64,61083644000.0,4500000.0,3.8229,NAV,0.1720305,沪深300ETF易方达,SSE
2025-04-03,510310,61007144000.0,3.8004,3.62,61088144000.0,-81000000.0,3.8004,NAV,-3.078324,沪深300ETF易方达,SSE
2025-04-07,510310,63596444000.0,3.5321,3.322,61007144000.0,2589300000.0,3.5321,NAV,91.4566653,沪深300ETF易方达,SSE
2025-04-08,510310,67524044000.0,3.5925,3.401,63596444000.0,3927600000.0,3.5925,NAV,141.09903,沪深300ETF易方达,SSE
2025-04-09,510310,67961444000.0,3.6279,3.44,67524044000.0,437400000.0,3.6279,NAV,15.8684346,沪深300ETF易方达,SSE
2025-04-10,510310,68085644000.0,3.6754,3.495,67961444000.0,124200000.0,3.6754,NAV,4.5648468,沪深300ETF易方达,SSE
2025-04-11,510310,67922744000.0,3.6906,3.509,68085644000.0,-162900000.0,3.6906,NAV,-6.0119874,沪深300ETF易方达,SSE
2025-04-14,510310,67631144000.0,3.6991,3.517,67922744000.0,-291600000.0,3.6991,NAV,-10.7865756,沪深300ETF易方达,SSE
2025-04-15,510310,67896644000.0,3.7011,3.516,67631144000.0,265500000.0,3.7011,NAV,9.8264205,沪深300ETF易方达,SSE
2025-04-16,510310,69171044000.0,3.7128,3.527,67896644000.0,1274400000.0,3.7128,NAV,47.3159232,沪深300ETF易方达,SSE
2025-04-17,510310,69553544000.0,3.7124,3.531,69171044000.0,382500000.0,3.7124,NAV,14.19993,沪深300ETF易方达,SSE
2025-04-18,510310,70000844000.0,3.7137,3.535,69553544000.0,447300000.0,3.7137,NAV,16.6113801,沪深300ETF易方达,SSE
2025-04-21,510310,70039544000.0,3.7259,3.541,70000844000.0,38700000.0,3.7259,NAV,1.4419233,沪深300ETF易方达,SSE
2025-04-22,510310,69947744000.0,3.7272,3.544,70039544000.0,-91800000.0,3.7272,NAV,-3.4215696,沪深300ETF易方达,SSE
2025-04-23,510310,69931544000.0,3.73,3.55,69947744000.0,-16200000.0,3.73,NAV,-0.60426,沪深300ETF易方达,SSE
2025-04-24,510310,69935144000.0,3.7276,3.549,69931544000.0,3600000.0,3.7276,NAV,0.1341936,沪深300ETF易方达,SSE
2025-04-25,510310,69863144000.0,3.7306,3.548,69935144000.0,-72000000.0,3.7306,NAV,-2.686032,沪深300ETF易方达,SSE
2025-04-28,510310,69754244000.0,3.7253,3.543,69863144000.0,-108900000.0,3.7253,NAV,-4.0568517,沪深300ETF易方达,SSE
2025-04-29,510310,69701144000.0,3.7189,3.534,69754244000.0,-53100000.0,3.7189,NAV,-1.9747359,沪深300ETF易方达,SSE
2025-04-30,510310,69698444000.0,3.6963,3.531,69701144000.0,-2700000.0,3.6963,NAV,-0.0998001,沪深300ETF易方达,SSE
2025-05-06,510310,69654344000.0,3.7334,3.569,69698444000.0,-44100000.0,3.7334,NAV,-1.6464294,沪深300ETF易方达,SSE
2025-05-07,510310,69577844000.0,3.756,3.592,69654344000.0,-76500000.0,3.756,NAV,-2.87334,沪深300ETF易方达,SSE
2025-05-08,510310,69599444000.0,3.7769,3.613,69577844000.0,21600000.0,3.7769,NAV,0.8158104,沪深300ETF易方达,SSE
2025-05-09,510310,69482444000.0,3.7712,3.609,69599444000.0,-117000000.0,3.7712,NAV,-4.412304,沪深300ETF易方达,SSE
2025-05-12,510310,69477044000.0,3.8148,3.651,69482444000.0,-5400000.0,3.8148,NAV,-0.2059992,沪深300ETF易方达,SSE
2025-05-13,510310,69369044000.0,3.8207,3.657,69477044000.0,-108000000.0,3.8207,NAV,-4.126356,沪深300ETF易方达,SSE
2025-05-14,510310,69378944000.0,3.8671,3.703,69369044000.0,9900000.0,3.8671,NAV,0.3828429,沪深300ETF易方达,SSE
2025-05-15,510310,69272744000.0,3.8326,3.671,69378944000.0,-106200000.0,3.8326,NAV,-4.0702212,沪深300ETF易方达,SSE
2025-05-16,510310,69158444000.0,3.8148,3.651,69272744000.0,-114300000.0,3.8148,NAV,-4.3603164,沪深300ETF易方达,SSE
2025-05-19,510310,69142244000.0,3.8032,3.645,69158444000.0,-16200000.0,3.8032,NAV,-0.6161184,沪深300ETF易方达,SSE
2025-05-20,510310,69141344000.0,3.8244,3.664,69142244000.0,-900000.0,3.8244,NAV,-0.0344196,沪深300ETF易方达,SSE
2025-05-21,510310,69133244000.0,3.8433,3.682,69141344000.0,-8100000.0,3.8433,NAV,-0.3113073,沪深300ETF易方达,SSE
2025-05-22,510310,69152144000.0,3.8409,3.678,69133244000.0,18900000.0,3.8409,NAV,0.7259301,沪深300ETF易方达,SSE
2025-05-23,510310,69138644000.0,3.8103,3.65,69152144000.0,-13500000.0,3.8103,NAV,-0.5143905,沪深300ETF易方达,SSE
2025-05-26,510310,69146744000.0,3.7888,3.631,69138644000.0,8100000.0,3.7888,NAV,0.3068928,沪深300ETF易方达,SSE
2025-05-27,510310,69153044000.0,3.7685,3.609,69146744000.0,6300000.0,3.7685,NAV,0.2374155,沪深300ETF易方达,SSE
2025-05-28,510310,69158444000.0,3.7657,3.606,69153044000.0,5400000.0,3.7657,NAV,0.2033478,沪深300ETF易方达,SSE
2025-05-29,510310,69236744000.0,3.788,3.627,69158444000.0,78300000.0,3.788,NAV,2.966004,沪深300ETF易方达,SSE
2025-05-30,510310,69158444000.0,3.7704,3.621,69236744000.0,-78300000.0,3.7704,NAV,-2.9522232,沪深300ETF易方达,SSE
2025-06-03,510310,69180944000.0,3.7819,3.62,69158444000.0,22500000.0,3.7819,NAV,0.8509275,沪深300ETF易方达,SSE
2025-06-04,510310,69156644000.0,3.7983,3.636,69180944000.0,-24300000.0,3.7983,NAV,-0.9229869,沪深300ETF易方达,SSE
2025-06-05,510310,69087344000.0,3.8075,3.646,69156644000.0,-69300000.0,3.8075,NAV,-2.6385975,沪深300ETF易方达,SSE
2025-06-06,510310,69036044000.0,3.8064,3.648,69087344000.0,-51300000.0,3.8064,NAV,-1.9526832,沪深300ETF易方达,SSE
2025-06-09,510310,69073844000.0,3.8177,3.656,69036044000.0,37800000.0,3.8177,NAV,1.4430906,沪深300ETF易方达,SSE
2025-06-10,510310,68979344000.0,3.7981,3.635,69073844000.0,-94500000.0,3.7981,NAV,-3.5892045,沪深300ETF易方达,SSE
2025-06-11,510310,69023444000.0,3.8283,3.664,68979344000.0,44100000.0,3.8283,NAV,1.6882803,沪深300ETF易方达,SSE
2025-06-12,510310,68918144000.0,3.8304,3.667,69023444000.0,-105300000.0,3.8304,NAV,-4.0334112,沪深300ETF易方达,SSE
2025-06-13,510310,68856044000.0,3.8045,3.644,68918144000.0,-62100000.0,3.8045,NAV,-2.3625945,沪深300ETF易方达,SSE
2025-06-16,510310,68917244000.0,3.8141,3.652,68856044000.0,61200000.0,3.8141,NAV,2.3342292,沪深300ETF易方达,SSE
2025-06-17,510310,68882144000.0,3.811,3.65,68917244000.0,-35100000.0,3.811,NAV,-1.337661,沪深300ETF易方达,SSE
2025-06-18,510310,68856044000.0,3.8164,3.654,68882144000.0,-26100000.0,3.8164,NAV,-0.9960804,沪深300ETF易方达,SSE
2025-06-19,510310,68769644000.0,3.7855,3.624,68856044000.0,-86400000.0,3.7855,NAV,-3.270672,沪深300ETF易方达,SSE
2025-06-20,510310,68808344000.0,3.7926,3.628,68769644000.0,38700000.0,3.7926,NAV,1.4677362,沪深300ETF易方达,SSE
2025-06-23,510310,68897444000.0,3.8043,3.643,68808344000.0,89100000.0,3.8043,NAV,3.3896313,沪深300ETF易方达,SSE
2025-06-24,510310,68917244000.0,3.85,3.685,68897444000.0,19800000.0,3.85,NAV,0.7623,沪深300ETF易方达,SSE
2025-06-25,510310,68832644000.0,3.9083,3.748,68917244000.0,-84600000.0,3.9083,NAV,-3.3064218,沪深300ETF易方达,SSE
2025-06-26,510310,68727344000.0,3.8986,3.735,68832644000.0,-105300000.0,3.8986,NAV,-4.1052258,沪深300ETF易方达,SSE
2025-06-27,510310,68515844000.0,3.8773,3.711,68727344000.0,-211500000.0,3.8773,NAV,-8.2004895,沪深300ETF易方达,SSE
2025-06-30,510310,68268344000.0,3.895,3.732,68515844000.0,-247500000.0,3.895,NAV,-9.640125,沪深300ETF易方达,SSE
2025-07-01,510310,68237744000.0,3.9017,3.737,68268344000.0,-30600000.0,3.9017,NAV,-1.1939202,沪深300ETF易方达,SSE
2025-07-02,510310,68226944000.0,3.9025,3.743,68237744000.0,-10800000.0,3.9025,NAV,-0.42147,沪深300ETF易方达,SSE
2025-07-03,510310,68202644000.0,3.9271,3.764,68226944000.0,-24300000.0,3.9271,NAV,-0.9542853,沪深300ETF易方达,SSE
2025-07-04,510310,68163044000.0,3.9414,3.78,68202644000.0,-39600000.0,3.9414,NAV,-1.5607944,沪深300ETF易方达,SSE
2025-07-07,510310,68112644000.0,3.9262,3.762,68163044000.0,-50400000.0,3.9262,NAV,-1.9788048,沪深300ETF易方达,SSE
2025-07-08,510310,68138744000.0,3.9592,3.795,68112644000.0,26100000.0,3.9592,NAV,1.0333512,沪深300ETF易方达,SSE
2025-07-09,510310,68064044000.0,3.9527,3.793,68138744000.0,-74700000.0,3.9527,NAV,-2.9526669,沪深300ETF易方达,SSE
2025-07-10,510310,68045144000.0,3.9733,3.811,68064044000.0,-18900000.0,3.9733,NAV,-0.7509537,沪深300ETF易方达,SSE
2025-07-11,510310,68033444000.0,3.9836,3.827,68045144000.0,-11700000.0,3.9836,NAV,-0.4660812,沪深300ETF易方达,SSE
2025-07-14,510310,67904744000.0,3.9881,3.824,68033444000.0,-128700000.0,3.9881,NAV,-5.1326847,沪深300ETF易方达,SSE
2025-07-15,510310,67812044000.0,3.99,3.825,67904744000.0,-92700000.0,3.99,NAV,-3.69873,沪深300ETF易方达,SSE
2025-07-16,510310,67803044000.0,3.9801,3.815,67812044000.0,-9000000.0,3.9801,NAV,-0.358209,沪深300ETF易方达,SSE
2025-07-17,510310,67729244000.0,4.0097,3.847,67803044000.0,-73800000.0,4.0097,NAV,-2.9591586,沪深300ETF易方达,SSE
2025-07-18,510310,67637444000.0,4.0383,3.877,67729244000.0,-91800000.0,4.0383,NAV,-3.707159399999999,沪深300ETF易方达,SSE
2025-07-21,510310,67696844000.0,4.0655,3.904,67637444000.0,59400000.0,4.0655,NAV,2.414907,沪深300ETF易方达,SSE
2025-07-22,510310,67700444000.0,4.0992,3.945,67696844000.0,3600000.0,4.0992,NAV,0.14757119999999999,沪深300ETF易方达,SSE
2025-07-23,510310,67715744000.0,4.1004,3.942,67700444000.0,15300000.0,4.1004,NAV,0.6273612,沪深300ETF易方达,SSE
2025-07-24,510310,67745444000.0,4.1297,3.967,67715744000.0,29700000.0,4.1297,NAV,1.2265209,沪深300ETF易方达,SSE
2025-07-25,510310,67717544000.0,4.1101,3.947,67745444000.0,-27900000.0,4.1101,NAV,-1.1467179,沪深300ETF易方达,SSE
2025-07-28,510310,67583444000.0,4.1197,3.958,67717544000.0,-134100000.0,4.1197,NAV,-5.5245177,沪深300ETF易方达,SSE
2025-07-29,510310,67476344000.0,4.1365,3.978,67583444000.0,-107100000.0,4.1365,NAV,-4.4301915,沪深300ETF易方达,SSE
2025-07-30,510310,67406144000.0,4.1357,3.974,67476344000.0,-70200000.0,4.1357,NAV,-2.9032614,沪深300ETF易方达,SSE
2025-07-31,510310,67315244000.0,4.0611,3.901,67406144000.0,-90900000.0,4.0611,NAV,-3.6915399,沪深300ETF易方达,SSE
2025-08-01,510310,67344944000.0,3.9997,3.884,67315244000.0,29700000.0,3.9997,NAV,1.1879109,沪深300ETF易方达,SSE
2025-08-04,510310,67330544000.0,4.0153,3.896,67344944000.0,-14400000.0,4.0153,NAV,-0.5782032,沪深300ETF易方达,SSE
2025-08-05,510310,67294544000.0,4.0478,3.928,67330544000.0,-36000000.0,4.0478,NAV,-1.457208,沪深300ETF易方达,SSE
2025-08-06,510310,67317044000.0,4.0578,3.937,67294544000.0,22500000.0,4.0578,NAV,0.913005,沪深300ETF易方达,SSE
2025-08-07,510310,67237844000.0,4.0589,3.937,67317044000.0,-79200000.0,4.0589,NAV,-3.2146488000000004,沪深300ETF易方达,SSE
2025-08-08,510310,67165844000.0,4.0509,3.927,67237844000.0,-72000000.0,4.0509,NAV,-2.916648,沪深300ETF易方达,SSE
2025-08-11,510310,67187444000.0,4.0681,3.956,67165844000.0,21600000.0,4.0681,NAV,0.8787096,沪深300ETF易方达,SSE
2025-08-12,510310,67184744000.0,4.0891,3.972,67187444000.0,-2700000.0,4.0891,NAV,-0.1104057,沪深300ETF易方达,SSE
2025-08-13,510310,67276544000.0,4.1212,4.005,67184744000.0,91800000.0,4.1212,NAV,3.7832616,沪深300ETF易方达,SSE
2025-08-14,510310,67245944000.0,4.1188,4.002,67276544000.0,-30600000.0,4.1188,NAV,-1.2603528,沪深300ETF易方达,SSE
2025-08-15,510310,67292744000.0,4.1481,4.034,67245944000.0,46800000.0,4.1481,NAV,1.9413108000000003,沪深300ETF易方达,SSE
2025-08-18,510310,67264844000.0,4.1848,4.065,67292744000.0,-27900000.0,4.1848,NAV,-1.1675592,沪深300ETF易方达,SSE
2025-08-19,510310,67208144000.0,4.1692,4.044,67264844000.0,-56700000.0,4.1692,NAV,-2.3639364,沪深300ETF易方达,SSE
2025-08-20,510310,67111844000.0,4.2174,4.101,67208144000.0,-96300000.0,4.2174,NAV,-4.0613562,沪深300ETF易方达,SSE
2025-08-21,510310,67044344000.0,4.2339,4.114,67111844000.0,-67500000.0,4.2339,NAV,-2.8578825,沪深300ETF易方达,SSE
2025-08-22,510310,67128044000.0,4.323,4.213,67044344000.0,83700000.0,4.323,NAV,3.6183510000000005,沪深300ETF易方达,SSE
2025-08-25,510310,67267544000.0,4.4132,4.296,67128044000.0,139500000.0,4.4132,NAV,6.156414,沪深300ETF易方达,SSE
2025-08-26,510310,67317944000.0,4.3973,4.274,67267544000.0,50400000.0,4.3973,NAV,2.2162392000000004,沪深300ETF易方达,SSE
2025-08-27,510310,67290044000.0,4.3319,4.211,67317944000.0,-27900000.0,4.3319,NAV,-1.2086001,沪深300ETF易方达,SSE
2025-08-28,510310,67385444000.0,4.4081,4.287,67290044000.0,95400000.0,4.4081,NAV,4.2053274,沪深300ETF易方达,SSE
2025-08-29,510310,67390844000.0,4.4425,4.331,67385444000.0,5400000.0,4.4425,NAV,0.239895,沪深300ETF易方达,SSE
2025-09-01,510310,67304444000.0,4.4691,4.348,67390844000.0,-86400000.0,4.4691,NAV,-3.8613024,沪深300ETF易方达,SSE
2025-09-02,510310,67282844000.0,4.4364,4.317,67304444000.0,-21600000.0,4.4364,NAV,-0.9582624,沪深300ETF易方达,SSE
2025-09-03,510310,67284644000.0,4.4061,4.277,67282844000.0,1800000.0,4.4061,NAV,0.07930980000000001,沪深300ETF易方达,SSE
2025-09-04,510310,67318844000.0,4.3136,4.189,67284644000.0,34200000.0,4.3136,NAV,1.4752512,沪深300ETF易方达,SSE
2025-09-05,510310,67326944000.0,4.4079,4.287,67318844000.0,8100000.0,4.4079,NAV,0.3570399,沪深300ETF易方达,SSE
2025-09-08,510310,67295444000.0,4.4153,4.289,67326944000.0,-31500000.0,4.4153,NAV,-1.3908195,沪深300ETF易方达,SSE
2025-09-09,510310,67169444000.0,4.3843,4.261,67295444000.0,-126000000.0,4.3843,NAV,-5.524218,沪深300ETF易方达,SSE
2025-09-10,510310,67128944000.0,4.3933,4.27,67169444000.0,-40500000.0,4.3933,NAV,-1.7792865,沪深300ETF易方达,SSE
2025-09-11,510310,67137044000.0,4.4941,4.387,67128944000.0,8100000.0,4.4941,NAV,0.3640221,沪深300ETF易方达,SSE
2025-09-12,510310,67130744000.0,4.4692,4.348,67137044000.0,-6300000.0,4.4692,NAV,-0.2815596,沪深300ETF易方达,SSE
2025-09-15,510310,67060544000.0,4.4799,4.356,67130744000.0,-70200000.0,4.4799,NAV,-3.1448898,沪深300ETF易方达,SSE
2025-09-16,510310,67058744000.0,4.4712,4.349,67060544000.0,-1800000.0,4.4712,NAV,-0.08048159999999999,沪深300ETF易方达,SSE
2025-09-17,510310,67052444000.0,4.499,4.379,67058744000.0,-6300000.0,4.499,NAV,-0.28343699999999994,沪深300ETF易方达,SSE
2025-09-18,510310,66971444000.0,4.4466,4.331,67052444000.0,-81000000.0,4.4466,NAV,-3.601746,沪深300ETF易方达,SSE
2025-09-19,510310,66966944000.0,4.4289,4.336,66971444000.0,-4500000.0,4.4289,NAV,-0.1993005,沪深300ETF易方达,SSE
2025-09-22,510310,66839144000.0,4.449,4.349,66966944000.0,-127800000.0,4.449,NAV,-5.685822,沪深300ETF易方达,SSE
2025-09-23,510310,66757244000.0,4.4461,4.349,66839144000.0,-81900000.0,4.4461,NAV,-3.6413559000000006,沪深300ETF易方达,SSE
2025-09-24,510310,66723944000.0,4.4922,4.388,66757244000.0,-33300000.0,4.4922,NAV,-1.4959026,沪深300ETF易方达,SSE
2025-09-25,510310,66692444000.0,4.5196,4.418,66723944000.0,-31500000.0,4.5196,NAV,-1.423674,沪深300ETF易方达,SSE
2025-09-26,510310,66683444000.0,4.4774,4.377,66692444000.0,-9000000.0,4.4774,NAV,-0.402966,沪深300ETF易方达,SSE
2025-09-29,510310,66737444000.0,4.5464,4.452,66683444000.0,54000000.0,4.5464,NAV,2.455056,沪深300ETF易方达,SSE
2025-09-30,510310,66728444000.0,4.5677,4.466,66737444000.0,-9000000.0,4.5677,NAV,-0.411093,沪深300ETF易方达,SSE
2025-10-09,510310,66797744000.0,4.6353,4.535,66728444000.0,69300000.0,4.6353,NAV,3.2122629,沪深300ETF易方达,SSE
2025-10-10,510310,66741044000.0,4.5445,4.446,66797744000.0,-56700000.0,4.5445,NAV,-2.5767315,沪深300ETF易方达,SSE
2025-10-13,510310,66981344000.0,4.5224,4.419,66741044000.0,240300000.0,4.5224,NAV,10.8673272,沪深300ETF易方达,SSE
2025-10-14,510310,66954344000.0,4.4684,4.373,66981344000.0,-27000000.0,4.4684,NAV,-1.206468,沪深300ETF易方达,SSE
2025-10-15,510310,66996644000.0,4.5352,4.434,66954344000.0,42300000.0,4.5352,NAV,1.9183896,沪深300ETF易方达,SSE
2025-10-16,510310,67009244000.0,4.5484,4.447,66996644000.0,12600000.0,4.5484,NAV,0.5730984,沪深300ETF易方达,SSE
2025-10-17,510310,67072244000.0,4.447,4.36,67009244000.0,63000000.0,4.447,NAV,2.80161,沪深300ETF易方达,SSE
2025-10-20,510310,67108244000.0,4.4703,4.367,67072244000.0,36000000.0,4.4703,NAV,1.609308,沪深300ETF易方达,SSE
2025-10-21,510310,67047944000.0,4.5389,4.439,67108244000.0,-60300000.0,4.5389,NAV,-2.7369567,沪深300ETF易方达,SSE
2025-10-22,510310,66979544000.0,4.524,4.42,67047944000.0,-68400000.0,4.524,NAV,-3.094416,沪深300ETF易方达,SSE
2025-10-23,510310,66920144000.0,4.5376,4.438,66979544000.0,-59400000.0,4.5376,NAV,-2.6953344,沪深300ETF易方达,SSE
2025-10-24,510310,66869744000.0,4.5947,4.493,66920144000.0,-50400000.0,4.5947,NAV,-2.3157287999999996,沪深300ETF易方达,SSE
2025-10-27,510310,66835544000.0,4.6494,4.547,66869744000.0,-34200000.0,4.6494,NAV,-1.5900948,沪深300ETF易方达,SSE
2025-10-28,510310,66857144000.0,4.6264,4.524,66835544000.0,21600000.0,4.6264,NAV,0.9993024,沪深300ETF易方达,SSE
2025-10-29,510310,66884144000.0,4.6816,4.584,66857144000.0,27000000.0,4.6816,NAV,1.264032,沪深300ETF易方达,SSE
2025-10-30,510310,66851744000.0,4.6443,4.545,66884144000.0,-32400000.0,4.6443,NAV,-1.5047532,沪深300ETF易方达,SSE
2025-10-31,510310,66971444000.0,4.5761,4.482,66851744000.0,119700000.0,4.5761,NAV,5.4775917,沪深300ETF易方达,SSE
2025-11-03,510310,66940844000.0,4.5889,4.488,66971444000.0,-30600000.0,4.5889,NAV,-1.4042034,沪深300ETF易方达,SSE
2025-11-04,510310,66732044000.0,4.5548,4.455,66940844000.0,-208800000.0,4.5548,NAV,-9.5104224,沪深300ETF易方达,SSE
2025-11-05,510310,66683444000.0,4.5634,4.462,66732044000.0,-48600000.0,4.5634,NAV,-2.2178123999999997,沪深300ETF易方达,SSE
2025-11-06,510310,66680744000.0,4.6286,4.528,66683444000.0,-2700000.0,4.6286,NAV,-0.12497219999999998,沪深300ETF易方达,SSE
2025-11-07,510310,66665444000.0,4.6145,4.518,66680744000.0,-15300000.0,4.6145,NAV,-0.7060185,沪深300ETF易方达,SSE
2025-11-10,510310,66653744000.0,4.6309,4.53,66665444000.0,-11700000.0,4.6309,NAV,-0.5418152999999999,沪深300ETF易方达,SSE
2025-11-11,510310,66617744000.0,4.5887,4.487,66653744000.0,-36000000.0,4.5887,NAV,-1.651932,沪深300ETF易方达,SSE
2025-11-12,510310,66568244000.0,4.5828,4.49,66617744000.0,-49500000.0,4.5828,NAV,-2.268486,沪深300ETF易方达,SSE
2025-11-13,510310,66483644000.0,4.6382,4.536,66568244000.0,-84600000.0,4.6382,NAV,-3.9239172,沪深300ETF易方达,SSE
2025-11-14,510310,66446744000.0,4.5654,4.464,66483644000.0,-36900000.0,4.5654,NAV,-1.6846326,沪深300ETF易方达,SSE
2025-11-17,510310,66436844000.0,4.5356,4.437,66446744000.0,-9900000.0,4.5356,NAV,-0.4490244,沪深300ETF易方达,SSE
2025-11-18,510310,66453044000.0,4.507,4.41,66436844000.0,16200000.0,4.507,NAV,0.730134,沪深300ETF易方达,SSE
2025-11-19,510310,66426044000.0,4.5269,4.429,66453044000.0,-27000000.0,4.5269,NAV,-1.222263,沪深300ETF易方达,SSE
2025-11-20,510310,66363044000.0,4.5046,4.405,66426044000.0,-63000000.0,4.5046,NAV,-2.837898,沪深300ETF易方达,SSE
2025-11-21,510310,66365744000.0,4.3715,4.299,66363044000.0,2700000.0,4.3715,NAV,0.1180305,沪深300ETF易方达,SSE
2025-11-24,510310,66480044000.0,4.3662,4.294,66365744000.0,114300000.0,4.3662,NAV,4.9905666,沪深300ETF易方达,SSE
2025-11-25,510310,66440444000.0,4.4079,4.329,66480044000.0,-39600000.0,4.4079,NAV,-1.7455284,沪深300ETF易方达,SSE
2025-11-26,510310,66364844000.0,4.4346,4.36,66440444000.0,-75600000.0,4.4346,NAV,-3.3525576,沪深300ETF易方达,SSE
2025-11-27,510310,66336044000.0,4.4325,4.351,66364844000.0,-28800000.0,4.4325,NAV,-1.27656,沪深300ETF易方达,SSE
2025-11-28,510310,66352244000.0,4.4437,4.366,66336044000.0,16200000.0,4.4437,NAV,0.7198794,沪深300ETF易方达,SSE
2025-12-01,510310,66312644000.0,4.4926,4.415,66352244000.0,-39600000.0,4.4926,NAV,-1.7790696,沪深300ETF易方达,SSE
2025-12-02,510310,66297344000.0,4.4709,4.395,66312644000.0,-15300000.0,4.4709,NAV,-0.6840477,沪深300ETF易方达,SSE
2025-12-03,510310,66290144000.0,4.448,4.375,66297344000.0,-7200000.0,4.448,NAV,-0.32025600000000004,沪深300ETF易方达,SSE
2025-12-04,510310,66321644000.0,4.4632,4.387,66290144000.0,31500000.0,4.4632,NAV,1.405908,沪深300ETF易方达,SSE
2025-12-05,510310,66372944000.0,4.5006,4.424,66321644000.0,51300000.0,4.5006,NAV,2.3088078000000003,沪深300ETF易方达,SSE
2025-12-08,510310,66416144000.0,4.5372,4.459,66372944000.0,43200000.0,4.5372,NAV,1.9600704,沪深300ETF易方达,SSE
2025-12-09,510310,66331544000.0,4.5143,4.435,66416144000.0,-84600000.0,4.5143,NAV,-3.8190978000000007,沪深300ETF易方达,SSE
